Date,BBDC4.SA,CMIG4.SA,PETR4.SA,GOAU4.SA,MRFG3.SA
2014-01-02,11.179305076599121,2.247112274169922,4.82444953918457,12.503719329833984,3.8281710147857666
2014-01-03,11.136490821838379,2.3172829151153564,4.752442359924316,12.383859634399414,3.937546968460083
2014-01-06,11.22990894317627,2.3303380012512207,4.787006855010986,12.362066268920898,4.046924114227295
2014-01-07,10.984682083129883,2.2520079612731934,4.654513835906982,12.285789489746094,4.12647008895874
2014-01-08,10.976898193359375,2.221001625061035,4.663156032562256,12.258549690246582,4.106583118438721
2014-01-09,10.661602020263672,2.1720449924468994,4.522021293640137,12.14958381652832,4.0568671226501465
2014-01-10,10.751131057739258,2.2226338386535645,4.599789142608643,12.313032150268555,4.136413097381592
2014-01-13,10.673279762268066,2.1589906215667725,4.542183876037598,12.056961059570312,4.275619983673096
2014-01-14,10.77059268951416,2.1932597160339355,4.522021293640137,11.86627197265625,4.3750529289245605
2014-01-15,10.832873344421387,2.1704132556915283,4.6199517250061035,11.997035026550293,4.404881954193115
2014-01-16,10.677173614501953,2.198155641555786,4.49033784866333,12.029723167419434,4.474485874176025
2014-01-17,10.572074890136719,2.2030515670776367,4.467297077178955,11.893515586853027,4.583861827850342
2014-01-20,10.509795188903809,2.1720449924468994,4.372246742248535,11.730069160461426,4.643521785736084
2014-01-21,10.630462646484375,2.211210250854492,4.418332099914551,11.506692886352539,4.802615165710449
2014-01-22,10.700526237487793,2.268326759338379,4.562345504760742,11.69193172454834,4.872218132019043
2014-01-23,10.459190368652344,2.247112274169922,4.455774784088135,11.53393268585205,4.772785186767578
2014-01-24,10.252887725830078,2.2340574264526367,4.349205017089844,11.610208511352539,4.57391881942749
2014-01-27,10.303491592407227,2.198155641555786,4.352085113525391,11.3486909866333,4.474485874176025
2014-01-28,10.31127643585205,2.2144744396209717,4.334803581237793,11.3486909866333,4.464541912078857
2014-01-29,10.073831558227539,2.1785728931427,4.262796878814697,11.57751750946045,4.384995937347412
2014-01-30,10.011552810668945,2.219369649887085,4.233993053436279,11.51758861541748,4.235846042633057
2014-01-31,10.182823181152344,2.2732226848602295,4.233993053436279,11.670135498046875,4.136413097381592
2014-02-03,9.824710845947266,2.2438483238220215,3.9891717433929443,11.158000946044922,4.046924114227295
2014-02-04,10.05436897277832,2.2014191150665283,4.058298110961914,11.1634521484375,3.967376947402954
2014-02-05,10.011552810668945,2.113297700881958,3.9834110736846924,11.032692909240723,3.778454065322876
2014-02-06,10.210070610046387,2.176941394805908,4.092860698699951,11.321449279785156,3.9276039600372314
2014-02-07,10.354093551635742,2.1459341049194336,4.161988258361816,11.555719375610352,4.0568671226501465
2014-02-10,10.17114543914795,2.127984046936035,4.208071231842041,11.092620849609375,3.8281710147857666
2014-02-11,10.354093551635742,2.1540944576263428,4.308881759643555,11.196138381958008,4.007150173187256
2014-02-12,10.303491592407227,2.2569034099578857,4.308881759643555,10.852897644042969,3.9574339389801025
2014-02-13,10.27624225616455,2.2242658138275146,4.208071231842041,10.891036987304688,3.877887010574341
2014-02-14,10.39301872253418,2.1785728931427,4.199432373046875,10.929176330566406,3.907716989517212
2014-02-17,10.322953224182129,2.126352071762085,4.1562275886535645,10.716697692871094,3.907716989517212
2014-02-18,10.27624225616455,2.043125629425049,4.064058780670166,10.160974502563477,3.579587936401367
2014-02-19,10.490331649780273,2.072500228881836,4.089980602264404,10.395247459411621,3.679020881652832
2014-02-20,10.39691162109375,2.1084017753601074,4.0784592628479,10.438833236694336,3.8281710147857666
2014-02-21,10.614892959594727,2.1067698001861572,4.0755791664123535,10.095595359802246,3.8580009937286377
2014-02-24,10.73945140838623,2.149198532104492,4.176389694213867,10.37890625,3.877887010574341
2014-02-25,10.490331649780273,2.1018738746643066,4.0842204093933105,10.199110984802246,3.838114023208618
2014-02-26,10.459190368652344,2.1084017753601074,3.9459681510925293,10.02476978302002,3.778454065322876
2014-02-27,10.677173614501953,2.1720449924468994,4.04389762878418,9.97028636932373,4.07675313949585
2014-02-28,10.630462646484375,2.1916282176971436,3.914285182952881,9.757805824279785,4.07675313949585
2014-03-05,10.498116493225098,2.194892168045044,3.8278772830963135,9.632494926452637,3.997206926345825
2014-03-06,10.899045944213867,2.2030515670776367,3.8682010173797607,9.610602378845215,3.937546968460083
2014-03-07,10.758914947509766,2.1328797340393066,3.836517810821533,9.397154808044434,3.9574339389801025
2014-03-10,10.502009391784668,2.085555076599121,3.747229814529419,9.128978729248047,3.887830972671509
2014-03-11,10.552610397338867,2.1214568614959717,3.776031732559204,9.139925956726074,3.848057985305786
2014-03-12,10.618785858154297,2.1671488285064697,3.836517810821533,9.336952209472656,3.8977739810943604
2014-03-13,10.39301872253418,2.23895263671875,3.7529897689819336,9.123505592346191,3.8977739810943604
2014-03-14,10.264564514160156,2.105137348175049,3.6809825897216797,9.320534706115723,3.877887010574341
2014-03-17,10.482545852661133,2.119823694229126,3.620497226715088,9.25485897064209,3.7088510990142822
2014-03-18,10.607108116149902,2.194892168045044,3.735708713531494,9.41357707977295,3.8679440021514893
2014-03-19,10.712203979492188,2.2014191150665283,3.8422787189483643,9.408100128173828,3.937546968460083
2014-03-20,11.01582145690918,2.2617990970611572,4.0294952392578125,9.265803337097168,3.9773199558258057
2014-03-21,10.996357917785645,2.268326759338379,4.0381364822387695,9.484722137451172,4.07675313949585
2014-03-24,11.327223777770996,2.2732226848602295,4.153347015380859,9.451885223388672,4.1761860847473145
2014-03-25,11.23769474029541,2.3303380012512207,4.170628547668457,9.495672225952148,4.116527080535889
2014-03-26,11.486815452575684,2.3254432678222656,4.147587776184082,9.336952209472656,3.967376947402954
2014-03-27,11.92277717590332,2.4951589107513428,4.484577655792236,9.358841896057129,4.106583118438721
2014-03-28,11.950026512145996,2.4902634620666504,4.510499954223633,9.391680717468262,4.225903034210205
2014-03-31,12.14075756072998,2.4886314868927,4.545063018798828,9.528508186340332,4.365108966827393
2014-04-01,12.26142692565918,2.454362392425537,4.553705215454102,9.358841896057129,4.404881954193115
2014-04-02,12.572827339172363,2.55553936958313,4.4816975593566895,9.588712692260742,4.563974857330322
2014-04-03,12.506654739379883,2.535956859588623,4.435614585876465,9.57229232788086,4.57391881942749
2014-04-04,12.358738899230957,2.531061887741089,4.447133541107178,9.287693977355957,4.554031848907471
2014-04-07,12.856980323791504,2.58817720413208,4.740921497344971,9.24390983581543,4.57391881942749
2014-04-08,12.603967666625977,2.589808464050293,4.6055498123168945,9.27127742767334,4.474485874176025
2014-04-09,12.498869895935059,2.527797222137451,4.565225124359131,9.139925956726074,4.444655895233154
2014-04-10,12.580611228942871,2.5588035583496094,4.516259670257568,9.041410446166992,4.285562992095947
2014-04-11,12.911477088928223,2.596336841583252,4.663156032562256,9.00309944152832,4.394938945770264
2014-04-14,12.751882553100586,2.599600076675415,4.588266849517822,9.052356719970703,4.404881954193115
2014-04-15,12.631216049194336,2.578386068344116,4.412571430206299,8.756813049316406,4.156300067901611
2014-04-16,12.779129981994629,2.568593978881836,4.545063018798828,8.888168334960938,4.355165958404541
2014-04-17,13.012682914733887,2.6436617374420166,4.7178802490234375,9.260330200195312,4.404881954193115
2014-04-22,12.969865798950195,2.6762990951538086,4.596909046173096,8.997627258300781,4.3750529289245605
2014-04-23,12.872550964355469,2.708937168121338,4.6199517250061035,9.024991989135742,4.2159600257873535
2014-04-24,13.078855514526367,2.6714038848876953,4.645872592926025,9.014043807983398,4.14635705947876
2014-04-25,13.051607131958008,2.6012322902679443,4.617069721221924,8.975732803344727,4.14635705947876
2014-04-28,12.958187103271484,2.646926164627075,4.7697248458862305,9.008569717407227,4.12647008895874
2014-04-29,13.059391975402832,2.6518218517303467,4.807168483734131,8.964786529541016,4.2159600257873535
2014-04-30,12.930936813354492,2.6257102489471436,4.7697248458862305,8.849852561950684,4.136413097381592
2014-05-02,13.156704902648926,2.781554937362671,5.0980753898620605,9.27674674987793,4.50431489944458
2014-05-05,13.355223655700684,2.809199094772339,5.060632228851318,9.249381065368652,4.6236348152160645
2014-05-06,13.452536582946777,2.8005599975585938,5.253610134124756,9.3314790725708,4.583861827850342
2014-05-07,13.612130165100098,2.831657648086548,5.35153865814209,9.687225341796875,4.6236348152160645
2014-05-08,13.460320472717285,2.781554937362671,5.149920463562012,9.57229232788086,4.464541912078857
2014-05-09,13.34743881225586,2.7746448516845703,5.08943510055542,9.539453506469727,4.663407802581787
2014-05-12,13.588774681091309,2.809199094772339,5.193123817443848,9.687225341796875,4.772785186767578
2014-05-13,13.522603034973145,2.8420233726501465,5.172962665557861,9.632497787475586,4.772785186767578
2014-05-14,13.748368263244629,2.924952745437622,5.268011569976807,9.386208534240723,4.7230682373046875
2014-05-15,13.573205947875977,2.73836350440979,5.193123817443848,9.539453506469727,4.792671203613281
2014-05-16,13.643271446228027,2.7711896896362305,5.187363624572754,9.51208782196045,4.812558174133301
2014-05-19,13.429182052612305,2.7729172706604004,5.167202472686768,9.353371620178223,4.713125228881836
2014-05-20,13.187847137451172,2.790194034576416,4.9828643798828125,9.107085227966309,4.57391881942749
2014-05-21,12.853089332580566,2.833385467529297,5.028948783874512,8.964786529541016,4.484428882598877
2014-05-22,12.985433578491211,2.8662121295928955,5.092315196990967,9.196208953857422,4.772785186767578
2014-05-23,12.779129981994629,2.924952745437622,5.0980753898620605,9.041929244995117,4.822501182556152
2014-05-26,12.728528022766113,2.911130666732788,5.144159317016602,9.14661693572998,4.931877136230469
2014-05-27,12.533904075622559,2.795376777648926,5.037590026855469,9.284370422363281,4.951764106750488
2014-05-28,12.662355422973633,2.781554937362671,5.0980753898620605,9.229269027709961,4.981594085693359
2014-05-29,12.526118278503418,2.7746448516845703,4.9828643798828125,9.273346900939941,5.061140060424805
2014-05-30,12.148544311523438,2.691715955734253,4.807168483734131,8.986825942993164,5.269949913024902
2014-06-02,12.164113998413086,2.748729944229126,4.766843795776367,9.091517448425293,5.1705169677734375
2014-06-03,12.26142692565918,2.798832416534424,4.867652416229248,9.367018699645996,5.38926887512207
2014-06-04,12.156328201293945,2.791921615600586,4.781246185302734,9.284370422363281,5.518531799316406
2014-06-05,12.062908172607422,2.798832416534424,4.700599670410156,9.157636642456055,5.468815803527832
2014-06-06,12.650678634643555,2.8783047199249268,5.092315196990967,9.251310348510742,5.717398166656494
2014-06-09,12.993220329284668,2.9318642616271973,5.204643249511719,9.455177307128906,6.025640964508057
2014-06-10,13.254018783569336,2.992331027984619,5.3774614334106445,9.466200828552246,6.065413951873779
2014-06-11,13.398041725158691,3.0355234146118164,5.4379472732543945,9.289877891540527,6.035583972930908
2014-06-13,13.366901397705078,3.0199737548828125,5.469629764556885,9.058460235595703,6.1151299476623535
2014-06-16,13.355223655700684,3.0510730743408203,5.397623538970947,9.025396347045898,6.035583972930908
2014-06-17,13.176168441772461,3.054527521133423,5.2766523361206055,9.091517448425293,6.075356960296631
